Description	
Number of Runs	750
Preset Time	1
Pause Time	0
Alarm Level	0
High Voltage	900
Step Voltage	0
Volume	0

Run	High		Elapsed
Number	Voltage	Counts	Time	Date/Time
534	900	1380	1	04/04/24 02:25:09 PM	
535	900	1391	1	04/04/24 02:25:10 PM	
536	900	1396	1	04/04/24 02:25:11 PM	
537	900	1380	1	04/04/24 02:25:12 PM	
538	900	1378	1	04/04/24 02:25:14 PM	
539	900	1393	1	04/04/24 02:25:15 PM	
540	900	1406	1	04/04/24 02:25:16 PM	
541	900	1420	1	04/04/24 02:25:17 PM	
542	900	1368	1	04/04/24 02:25:18 PM	
543	900	1422	1	04/04/24 02:25:19 PM	
544	900	1413	1	04/04/24 02:25:21 PM	
545	900	1356	1	04/04/24 02:25:22 PM	
546	900	1397	1	04/04/24 02:25:23 PM	
547	900	1435	1	04/04/24 02:25:24 PM	
548	900	1381	1	04/04/24 02:25:25 PM	
549	900	1396	1	04/04/24 02:25:26 PM	
550	900	1401	1	04/04/24 02:25:27 PM	
551	900	1394	1	04/04/24 02:25:29 PM	
552	900	1400	1	04/04/24 02:25:30 PM	
553	900	1389	1	04/04/24 02:25:31 PM	
554	900	1388	1	04/04/24 02:25:32 PM	
555	900	1369	1	04/04/24 02:25:33 PM	
556	900	1373	1	04/04/24 02:25:34 PM	
557	900	1387	1	04/04/24 02:25:35 PM	
558	900	1377	1	04/04/24 02:25:37 PM	
559	900	1403	1	04/04/24 02:25:38 PM	
560	900	1395	1	04/04/24 02:25:39 PM	
561	900	1406	1	04/04/24 02:25:40 PM	
562	900	1372	1	04/04/24 02:25:41 PM	
563	900	1408	1	04/04/24 02:25:42 PM	
564	900	1423	1	04/04/24 02:25:43 PM	
565	900	1398	1	04/04/24 02:25:45 PM	
566	900	1405	1	04/04/24 02:25:46 PM	
567	900	1393	1	04/04/24 02:25:47 PM	
568	900	1373	1	04/04/24 02:25:48 PM	
569	900	1410	1	04/04/24 02:25:49 PM	
570	900	1407	1	04/04/24 02:25:50 PM	
571	900	1394	1	04/04/24 02:25:51 PM	
572	900	1427	1	04/04/24 02:25:53 PM	
573	900	1407	1	04/04/24 02:25:54 PM	
574	900	1374	1	04/04/24 02:25:55 PM	
575	900	1409	1	04/04/24 02:25:56 PM	
576	900	1371	1	04/04/24 02:25:57 PM	
577	900	1377	1	04/04/24 02:25:58 PM	
578	900	1367	1	04/04/24 02:25:59 PM	
579	900	1384	1	04/04/24 02:26:01 PM	
580	900	1416	1	04/04/24 02:26:02 PM	
581	900	1413	1	04/04/24 02:26:03 PM	
582	900	1403	1	04/04/24 02:26:04 PM	
583	900	1421	1	04/04/24 02:26:05 PM	
584	900	1396	1	04/04/24 02:26:06 PM	
585	900	1366	1	04/04/24 02:26:07 PM	
586	900	1387	1	04/04/24 02:26:09 PM	
587	900	1369	1	04/04/24 02:26:10 PM	
588	900	1406	1	04/04/24 02:26:11 PM	
589	900	1399	1	04/04/24 02:26:12 PM	
590	900	1397	1	04/04/24 02:26:13 PM	
591	900	1369	1	04/04/24 02:26:14 PM	
592	900	1422	1	04/04/24 02:26:15 PM	
593	900	1384	1	04/04/24 02:26:17 PM	
594	900	1374	1	04/04/24 02:26:18 PM	
595	900	1421	1	04/04/24 02:26:19 PM	
596	900	1381	1	04/04/24 02:26:20 PM	
597	900	1394	1	04/04/24 02:26:21 PM	
598	900	1364	1	04/04/24 02:26:22 PM	
599	900	1370	1	04/04/24 02:26:23 PM	
600	900	1402	1	04/04/24 02:26:25 PM	
601	900	1383	1	04/04/24 02:26:26 PM	
602	900	1409	1	04/04/24 02:26:27 PM	
603	900	1405	1	04/04/24 02:26:28 PM	
604	900	1397	1	04/04/24 02:26:29 PM	
605	900	1368	1	04/04/24 02:26:30 PM	
606	900	1376	1	04/04/24 02:26:31 PM	
607	900	1386	1	04/04/24 02:26:33 PM	
608	900	1383	1	04/04/24 02:26:34 PM	
609	900	1393	1	04/04/24 02:26:35 PM	
610	900	1396	1	04/04/24 02:26:36 PM	
611	900	1403	1	04/04/24 02:26:37 PM	
612	900	1408	1	04/04/24 02:26:38 PM	
613	900	1381	1	04/04/24 02:26:39 PM	
614	900	1411	1	04/04/24 02:26:41 PM	
615	900	1384	1	04/04/24 02:26:42 PM	
616	900	1430	1	04/04/24 02:26:43 PM	
617	900	1365	1	04/04/24 02:26:44 PM	
618	900	1389	1	04/04/24 02:26:45 PM	
619	900	1403	1	04/04/24 02:26:46 PM	
620	900	1374	1	04/04/24 02:26:47 PM	
621	900	1381	1	04/04/24 02:26:49 PM	
622	900	1400	1	04/04/24 02:26:50 PM	
623	900	1401	1	04/04/24 02:26:51 PM	
624	900	1380	1	04/04/24 02:26:52 PM	
625	900	1423	1	04/04/24 02:26:53 PM	
626	900	1394	1	04/04/24 02:26:54 PM	
627	900	1390	1	04/04/24 02:26:55 PM	
628	900	1357	1	04/04/24 02:26:57 PM	
629	900	1392	1	04/04/24 02:26:58 PM	
630	900	1379	1	04/04/24 02:26:59 PM	
631	900	1389	1	04/04/24 02:27:00 PM	
632	900	1389	1	04/04/24 02:27:01 PM	
633	900	1398	1	04/04/24 02:27:02 PM	
634	900	1393	1	04/04/24 02:27:03 PM	
635	900	1383	1	04/04/24 02:27:05 PM	
636	900	1384	1	04/04/24 02:27:06 PM	
637	900	1404	1	04/04/24 02:27:07 PM	
638	900	1405	1	04/04/24 02:27:08 PM	
639	900	1418	1	04/04/24 02:27:09 PM	
640	900	1399	1	04/04/24 02:27:10 PM	
641	900	1395	1	04/04/24 02:27:12 PM	
642	900	1381	1	04/04/24 02:27:13 PM	
643	900	1400	1	04/04/24 02:27:14 PM	
644	900	1387	1	04/04/24 02:27:15 PM	
645	900	1383	1	04/04/24 02:27:16 PM	
646	900	1431	1	04/04/24 02:27:17 PM	
647	900	1369	1	04/04/24 02:27:18 PM	
648	900	1404	1	04/04/24 02:27:20 PM	
649	900	1397	1	04/04/24 02:27:21 PM	
650	900	1381	1	04/04/24 02:27:22 PM	
651	900	1350	1	04/04/24 02:27:23 PM	
652	900	1420	1	04/04/24 02:27:24 PM	
653	900	1408	1	04/04/24 02:27:25 PM	
654	900	1398	1	04/04/24 02:27:26 PM	
655	900	1409	1	04/04/24 02:27:28 PM	
656	900	1395	1	04/04/24 02:27:29 PM	
657	900	1394	1	04/04/24 02:27:30 PM	
658	900	1382	1	04/04/24 02:27:31 PM	
659	900	1401	1	04/04/24 02:27:32 PM	
660	900	1397	1	04/04/24 02:27:33 PM	
661	900	1403	1	04/04/24 02:27:34 PM	
662	900	1423	1	04/04/24 02:27:36 PM	
663	900	1397	1	04/04/24 02:27:37 PM	
664	900	1404	1	04/04/24 02:27:38 PM	
665	900	1404	1	04/04/24 02:27:39 PM	
666	900	1412	1	04/04/24 02:27:40 PM	
667	900	1382	1	04/04/24 02:27:41 PM	
668	900	1391	1	04/04/24 02:27:42 PM	
669	900	1381	1	04/04/24 02:27:44 PM	
670	900	1372	1	04/04/24 02:27:45 PM	
671	900	1415	1	04/04/24 02:27:46 PM	
672	900	1384	1	04/04/24 02:27:47 PM	
673	900	1372	1	04/04/24 02:27:48 PM	
674	900	1402	1	04/04/24 02:27:49 PM	
675	900	1393	1	04/04/24 02:27:51 PM	
676	900	1390	1	04/04/24 02:27:52 PM	
677	900	1426	1	04/04/24 02:27:53 PM	
678	900	1394	1	04/04/24 02:27:54 PM	
679	900	1380	1	04/04/24 02:27:55 PM	
680	900	1365	1	04/04/24 02:27:56 PM	
681	900	1385	1	04/04/24 02:27:57 PM	
682	900	1389	1	04/04/24 02:27:59 PM	
683	900	1394	1	04/04/24 02:28:00 PM	
684	900	1390	1	04/04/24 02:28:01 PM	
685	900	1393	1	04/04/24 02:28:02 PM	
686	900	1380	1	04/04/24 02:28:03 PM	
687	900	1385	1	04/04/24 02:28:04 PM	
688	900	1438	1	04/04/24 02:28:05 PM	
689	900	1422	1	04/04/24 02:28:07 PM	
690	900	1384	1	04/04/24 02:28:08 PM	
691	900	1406	1	04/04/24 02:28:09 PM	
692	900	1424	1	04/04/24 02:28:10 PM	
693	900	1389	1	04/04/24 02:28:11 PM	
694	900	1397	1	04/04/24 02:28:12 PM	
695	900	1412	1	04/04/24 02:28:13 PM	
696	900	1374	1	04/04/24 02:28:15 PM	
697	900	1417	1	04/04/24 02:28:16 PM	
698	900	1408	1	04/04/24 02:28:17 PM	
699	900	1388	1	04/04/24 02:28:18 PM	
700	900	1412	1	04/04/24 02:28:19 PM	
701	900	1399	1	04/04/24 02:28:20 PM	
702	900	1373	1	04/04/24 02:28:21 PM	
703	900	1368	1	04/04/24 02:28:23 PM	
704	900	1383	1	04/04/24 02:28:24 PM	
705	900	1399	1	04/04/24 02:28:25 PM	
706	900	1385	1	04/04/24 02:28:26 PM	
707	900	1414	1	04/04/24 02:28:27 PM	
708	900	1381	1	04/04/24 02:28:28 PM	
709	900	1412	1	04/04/24 02:28:29 PM	
710	900	1369	1	04/04/24 02:28:31 PM	
711	900	1391	1	04/04/24 02:28:32 PM	
712	900	1379	1	04/04/24 02:28:33 PM	
713	900	1418	1	04/04/24 02:28:34 PM	
714	900	1403	1	04/04/24 02:28:35 PM	
715	900	1365	1	04/04/24 02:28:36 PM	
716	900	1391	1	04/04/24 02:28:38 PM	
717	900	1404	1	04/04/24 02:28:39 PM	
718	900	1416	1	04/04/24 02:28:40 PM	
719	900	1382	1	04/04/24 02:28:41 PM	
720	900	1399	1	04/04/24 02:28:42 PM	
721	900	1401	1	04/04/24 02:28:43 PM	
722	900	1389	1	04/04/24 02:28:44 PM	
723	900	1407	1	04/04/24 02:28:46 PM	
724	900	1394	1	04/04/24 02:28:47 PM	
725	900	1398	1	04/04/24 02:28:48 PM	
726	900	1380	1	04/04/24 02:28:49 PM	
727	900	1419	1	04/04/24 02:28:50 PM	
728	900	1377	1	04/04/24 02:28:51 PM	
729	900	1426	1	04/04/24 02:28:52 PM	
730	900	1381	1	04/04/24 02:28:54 PM	
731	900	1369	1	04/04/24 02:28:55 PM	
732	900	1419	1	04/04/24 02:28:56 PM	
733	900	1391	1	04/04/24 02:28:57 PM	
734	900	1392	1	04/04/24 02:28:58 PM	
735	900	1407	1	04/04/24 02:28:59 PM	
736	900	1385	1	04/04/24 02:29:00 PM	
737	900	1410	1	04/04/24 02:29:02 PM	
738	900	1398	1	04/04/24 02:29:03 PM	
739	900	1386	1	04/04/24 02:29:04 PM	
740	900	1392	1	04/04/24 02:29:05 PM	
741	900	1411	1	04/04/24 02:29:06 PM	
742	900	1398	1	04/04/24 02:29:07 PM	
743	900	1392	1	04/04/24 02:29:08 PM	
744	900	1341	1	04/04/24 02:29:10 PM	
745	900	1395	1	04/04/24 02:29:11 PM	
746	900	1395	1	04/04/24 02:29:12 PM	
747	900	1391	1	04/04/24 02:29:13 PM	
748	900	1409	1	04/04/24 02:29:14 PM	
749	900	1372	1	04/04/24 02:29:15 PM	
750	900	1392	1	04/04/24 02:29:16 PM	
