Description	
Number of Runs	150
Preset Time	5
Pause Time	0
Alarm Level	0
High Voltage	900
Step Voltage	0
Volume	0

Run	High		Elapsed
Number	Voltage	Counts	Time	Date/Time
136	900	24	5	04/04/24 02:11:48 PM	
137	900	25	5	04/04/24 02:11:54 PM	
138	900	22	5	04/04/24 02:11:59 PM	
139	900	26	5	04/04/24 02:12:04 PM	
140	900	21	5	04/04/24 02:12:09 PM	
141	900	23	5	04/04/24 02:12:14 PM	
142	900	20	5	04/04/24 02:12:20 PM	
143	900	17	5	04/04/24 02:12:25 PM	
144	900	20	5	04/04/24 02:12:30 PM	
145	900	18	5	04/04/24 02:12:35 PM	
146	900	23	5	04/04/24 02:12:40 PM	
147	900	17	5	04/04/24 02:12:45 PM	
148	900	24	5	04/04/24 02:12:51 PM	
149	900	20	5	04/04/24 02:12:56 PM	
150	900	19	5	04/04/24 02:13:01 PM	
